donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_el_ultimo_semestre,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,pluriempleo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,vibe_coding,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,cual_es_la_cantidad_maxima_de_entrevistas_que_consideras_aceptable_en_un_proceso_de_seleccion,cual_es_la_combinacion_de_entrevistas_que_consideras_mejor_en_tu_experiencia_como_candidatoa,desafios_tecnicoscomo_los_preferiselegi_todas_las_opciones_que_consideres,cuantas_horas_te_parecen_correctas_dedicarle_a_un_desafio_tecnico_asincronico,cual_de_las_siguientes_frases_representa_mejor_tu_opinion_acerca_de_los_procesos_de_seleccion,salir_o_seguir_contestando_sobre_las_guardias1,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3800000.0,2900000.0,Cobro parte del salario en dólares,1200,No,No recibo bono,Uno,10.0,Febrero,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Manager / Director,35,4,4,0,Google Cloud Platform,.NET,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,,Sí,2,4,Vibequé?,Responder sobre guardias,Posgrado/Especialización,Completo,Licenciatura en Informática,UP - Universidad de Palermo,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,"Más de 8 horas, sin problemas","Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Neto,57,Hombre Cis,Sí,True,Senior,3800000.0
Entre Ríos,Full-Time,Staff (planta permanente),3400000.0,2800000.0,Cobro parte del salario en dólares,,Un sueldo,Mix de las anteriores,No,0.0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,6,1,1,0,"Amazon Web Services, Docker, Kubernetes","Go, Javascript, TypeScript",React.js,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, PostgreSQL, Redis",Postman,Más de 10000 personas,100% remoto,0,,No,10,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,28,Hombre Cis,Sí,True,Senior,3400000.0
Córdoba,Full-Time,Contractor,1440000.0,1440000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1200,3+ sueldos,Performance de la compañía,Uno,20.0,Junio,2,Horarios flexibles,1,"Sí, estoy buscando activamente.",,Developer,3,0,0,2,"Docker, Linux","Javascript, Python, SQL, TypeScript","Next.js, Node.js, React.js","ElasticSearch, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,Solamente inflacion,Sí,2,4,Hype,Terminar encuesta,,,,,,,,,,,,,,,30,Hombre Cis,Sí,True,Semi-Senior,1440000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5500000.0,4000000.0,Cobro todo el salario en dólares,1072,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",3,"No, estoy muy conforme.",,Developer,20,11,3,0,Amazon Web Services,"Java, Scala","Akka, Spring",MariaDB,JUnit,De 2001a 5000 personas,100% remoto,0,no,No,10,5,Hype,Responder sobre guardias,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,Manager directo/a,Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,45,Hombre Cis,Sí,True,Senior,5500000.0
Buenos Aires,Full-Time,Staff (planta permanente),4200000.0,3200000.0,Cobro parte del salario en dólares,no,Menos de un sueldo,Performance individual,Dos,6.0,Abril,3,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Scrum Master,10,5,10,14,"Azure, Google Cloud Platform, Kubernetes, VMWare",".NET, C, Java, Kotlin, Python","Angular, Django, Node.js","PostgreSQL, ProxySQL",Postman,De 201 a 500 personas,100% remoto,1,si,Sí,6,4,Hype,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,True,Senior,4200000.0
Santa Fe,Full-Time,Staff (planta permanente),8500000.0,8500000.0,Cobro todo el salario en dólares,,De uno a tres sueldos,Performance individual,Uno,3.0,Junio,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",,Infosec,18,0,0,0,"Amazon Web Services, Google Cloud Platform, Crowdstrike","Java, Javascript",,Amazon RDS/Aurora,,De 201 a 500 personas,100% remoto,0,"Si, en base a beneficios como los costo de la obra social",No,10,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,44,Hombre Cis,Sí,True,Senior,8500000.0
Santa Fe,Full-Time,Staff (planta permanente),3000000.0,5000000.0,Cobro parte del salario en dólares,1180,De uno a tres sueldos,Performance de la compañía,No,0.0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Stock options / RSUs",2,"No, pero escucho ofertas.",,Manager / Director,20,4,4,12,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,No,Sí,4,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Mujer Cis,Sí,True,Senior,3000000.0
Córdoba,Full-Time,Contractor,3422000.0,3121200.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,1,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Data Scientist,5,1,1,0,"Amazon Web Services, Docker",Python,Ninguno de los anteriores,"MongoDB, Neo4j",mlflow,De 501 a 1000 personas,100% remoto,1,no,No,9,4,Vibequé?,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,32,Mujer Cis,Sí,True,Semi-Senior,3422000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4500000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"Sí, estoy buscando activamente.",,Recruiter,7,3,3,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,NO,Sí,7,5,Hype,Terminar encuesta,,,,,,,,,,,,,,,36,Mujer Cis,Sí,True,Senior,4500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),7892749.0,5964000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1183,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",4,"Sí, estoy buscando activamente.",,Developer,12,0,0,0,"Amazon Web Services, Kubernetes, Linux","Java, Python",Ninguno de los anteriores,"Amazon Redshift, MariaDB",JUnit,De 2001a 5000 personas,100% remoto,0,Nominado en dólares pago en pesos,No,2,5,Llegó para quedarse,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Ciencias Físicas,UBA - Universidad de Buenos Aires,Responder sobre guardias,Hasta 2,"Técnica - Diseño & Arquitectura, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,39,Hombre Cis,Sí,True,Senior,7892749.0
La Rioja,Full-Time,Staff (planta permanente),2500000.0,2000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1152,Menos de un sueldo,Mix de las anteriores,No,0.0,Enero,2,"Abono de Internet, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,Developer,4,3,3,0,"Amazon Web Services, Azure, Docker","Javascript, Ruby, TypeScript","Node.js, Rails, React.js","MongoDB, MySQL","Appium, Jest, RSpec",De 1001 a 2000 personas,100% remoto,0,No,Sí,7,3,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UNLaR - Universidad Nacional De La Rioja,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 6 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,27,Hombre Cis,Sí,True,Semi-Senior,2500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,,Cobro parte del salario en dólares,,De uno a tres sueldos,Performance grupal,Más de tres,50.0,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Auto",4,"No, estoy muy conforme.",,Sales / Pre-Sales,2,1,1,0,HP-UX,Javascript,"HTMX, SAP, SAP Hana",Amazon DynamoDB,HP LoadRunner,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,Sí,10,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,35,Mujer Cis,Sí,True,Junior,1600000.0
Santa Fe,Full-Time,Staff (planta permanente),3600000.0,2600000.0,Cobro parte del salario en dólares,1150,De uno a tres sueldos,Mix de las anteriores,Uno,15.0,Enero,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",3,"No, pero escucho ofertas.",,Consultant,10,4,4,4,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,,No sé,8,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,35,Hombre Cis,Sí,True,Senior,3600000.0
Córdoba,Full-Time,Staff (planta permanente),2500000.0,1750000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Tres,30.0,Febrero,1,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Data Engineer,3,3,3,0,Linux,SQL,"Hadoop, Spark","Apache Hive, ElasticSearch",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,"Si, pasamos de tener aumento cada 3 meses a tener aumento cada 6 meses y se evalua la cantidad de certificaciones que se tengan",Sí,7,3,Vibequé?,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,,,,,,24,Mujer Cis,Sí,True,Semi-Senior,2500000.0
Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,2000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1160,No,No recibo bono,No,0.0,No tuve,1,"Abono de celular, Abono de Internet, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1,"No, pero escucho ofertas.",,Manager / Director,23,23,15,2,"Amazon Web Services, Google Cloud Platform, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Ninguna de las anteriores, Excel",Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,"no, sueldo fijo segun desempeño global",No,5,1,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,43,Hombre Cis,No,True,Senior,2000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4500000.0,4400000.0,Cobro todo el salario en dólares,1200,No,No recibo bono,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",,Data Engineer,12,0,0,0,"Azure, Linux, Serverless","Python, SQL",Spark,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,De 5001 a 10000 personas,100% remoto,0,,No sé,10,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,38,Hombre Cis,Sí,True,Senior,4500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3900000.0,3900000.0,Cobro todo el salario en dólares,1165,No,No recibo bono,No,0.0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,10,1,8,0,"Azure, VMWare, Windows Server",SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,Sí,6,4,Vibequé?,Responder sobre guardias,Universitario,Completo,Licenciatura en Sistemas,,Responder sobre entrevistas técnicas,Entre 2 y 4,"Técnica - Diseño & Arquitectura, Manager directo/a",,,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",8.0,Porcentaje de mi sueldo bruto,40,Hombre Cis,Sí,True,Senior,3900000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,3600000.0,Cobro parte del salario en dólares,1150,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,25,4,4,11,"Azure, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,No,Sí,7,3,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UAI - Universidad Abierta Interamericana,Responder sobre guardias,,,,,,,"Sí, pasiva",15.0,Porcentaje de mi sueldo bruto,45,Hombre Cis,Sí,True,Senior,5000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3118108.0,2546898.0,Mi sueldo está dolarizado (pero cobro en moneda local),1113.61,No,No recibo bono,No,8.0,Mayo,3,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Tengo dos trabajos full time,Developer,16,5,12,0,Ninguna de las anteriores,"Javascript, TypeScript","Node.js, React.js",MySQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,sueldo indexado al USD oficial,Sí,10,5,Llegó para quedarse,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,,,,,,35,Hombre Cis,Sí,True,Senior,3118108.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5000000.0,,Cobro todo el salario en dólares,,No,No recibo bono,Uno,4.0,Marzo,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,QA / Tester,10,3,3,0,Amazon Web Services,"HTML, Java, Javascript, PHP",WordPress,"MongoDB, MySQL","Cypress, Jest, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),2,"Si, por inflación de estados unidos",Sí,7,5,Hype,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 4 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,,,,31,Hombre Cis,Sí,True,Senior,5000000.0
Buenos Aires,Full-Time,Staff (planta permanente),1359000.0,1675000.0,Cobro parte del salario en dólares,1150,No,Performance individual,Uno,5.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",,Business Analyst,15,3,3,0,Google Cloud Platform,Javascript,React.js,"Oracle, SQLite",Postman,De 501 a 1000 personas,100% remoto,0,,No sé,7,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,43,Hombre Cis,Sí,True,Senior,1359000.0
Buenos Aires,Full-Time,Staff (planta permanente),5977464.57,4489954.37,Mi sueldo está dolarizado (pero cobro en moneda local),"1163,61",No,No recibo bono,No,0.0,No tuve,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,27,14,3,5,"Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Groovy, Python, HCL",Ninguno de los anteriores,"Google Cloud Storage, MySQL, PostgreSQL, Redis, Alloydb",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,no,No sé,7,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,52,Hombre Cis,Sí,True,Senior,5977464.57
Buenos Aires,Full-Time,Contractor,2860000.0,2750000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,Uno,0.5,Abril,3,"Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"Sí, estoy buscando activamente.",,UX Designer,5,4,4,0,Ninguna de las anteriores,"CSS, HTML, Ruby","Bootstrap, Tailwind, DaisyUI",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,10,4,Llegó para quedarse,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UNLP - Universidad Nacional de La Plata,Responder sobre entrevistas técnicas,Entre 2 y 4,Manager directo/a,"Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a, En general, me parecen un abuso. No se pagan, las consignas son muy amplias, deberían estar, cuanto menos, pagas.",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,30,Mujer Cis,Sí,True,Semi-Senior,2860000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4500000.0,4500000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,1.5,Mayo,2,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Horas para dedicar a capacitación",2,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,10,3,3,0,Google Cloud Platform,"Python, R",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,10,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,46,Mujer Cis,Sí,True,Senior,4500000.0
Córdoba,Full-Time,Staff (planta permanente),3000000.0,2600000.0,Cobro parte del salario en dólares,1100,No,No recibo bono,No,0.0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",1,"Sí, estoy buscando activamente.",,SysAdmin / DevOps / SRE,16,5,5,1,"Amazon Web Services, Arduino o similar, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","Arduino, Bash/Shell, Go, Groovy, Python","Angular, Bootstrap, Next.js, Node.js, React.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, Google Cloud Storage, Microsoft SQL Server, MySQL, Redis","Appium, Postman",Más de 10000 personas,100% remoto,0,"no ninguna, mi salario esta muy atrasado",No sé,2,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,40,Hombre Cis,Sí,True,Senior,3000000.0
Mendoza,Full-Time,Contractor,1700000.0,1600000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,35.0,Febrero,3,"Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,QA / Tester,2,2,2,0,"Amazon Web Services, Firebase","HTML, TypeScript","Angular, React.js","Amazon DynamoDB, MariaDB, MongoDB, MySQL","Jest, JUnit, Postman, Visual Studio Coded UI",De 51 a 100 personas,Híbrido (presencial y remoto),0,,No,9,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,33,Mujer Cis,No,True,Junior,1700000.0
Córdoba,Full-Time,Contractor,3100000.0,3100000.0,Cobro todo el salario en dólares,1160,Menos de un sueldo,Performance individual,No,0.0,No tuve,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Developer,4,2,0,0,"*BSD, Docker, Google Cloud Platform, Windows Server",".NET, C#, TypeScript",".NET Core, Angular, Bootstrap",Oracle,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,No,No,6,3,Hype,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Software,Universidad Siglo 21,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,22,Hombre Cis,No,True,Semi-Senior,3100000.0
